BindingDB-id,smiles,chemblid,genename,primary_uniprot,secondary_uniprot
50750192,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(Cc5ccccc5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4064865,5HT1B_HUMAN,P28222,Q4VAY7
50750193,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)Nc4c(OCCCCO2)c3)n2ncc(C#N)c2n1,CHEMBL4093418,ZBT16_HUMAN,Q05516,Q8TAL4
50750194,COc1cccc(CN2C(=O)CCc3cc4Nc5cc(nc6c(Cl)cnn56)N5C[C@H](C[C@H]5CO)OC\C=C\COc(c4)c23)c1,CHEMBL4092565,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750195,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)Nc4c(OCCCCO2)c3)n2nccc2n1,CHEMBL4083173,ZBT16_HUMAN,Q05516,Q8TAL4
50750196,OC(=O)CCN1C(=S)S\C(C1=O)=C1/C(=O)Nc2ccc(Cl)cc12,CHEMBL4061302,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750197,OC(=O)CCN1C(=S)S\C(C1=O)=C1/C(=O)Nc2ccc(Cl)cc12,CHEMBL4061302,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750198,O=C1CCc2cc3Nc4cc(nc5c(cnn45)C#N)N4CC[C@@H](C4)OCCCCOc(c3)c2N1,CHEMBL4085689,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750199,O=C1CCc2cc3Nc4cc(nc5c(cnn45)C#N)N4CC[C@@H](C4)OCCCCOc(c3)c2N1,CHEMBL4085689,ZBT16_HUMAN,Q05516,Q8TAL4
50750201,OC(=O)C[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(CC5CC(F)(F)C5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4102754,ZBT16_HUMAN,Q05516,Q8TAL4
50750202,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(CC5CC5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4078747,ZBT16_HUMAN,Q05516,Q8TAL4
50750203,Cc1ccccc1CN1C(=O)CCc2cc3Nc4cc(nc5c(Cl)cnn45)N4C[C@H](C[C@H]4CO)OC\C=C\COc(c3)c12,CHEMBL4100303,ZBT16_HUMAN,Q05516,Q8TAL4
50750204,OC(=O)C[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(CC5CC(F)(F)C5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4102754,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750205,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(CC5CC(F)(F)C5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4096773,ZBT16_HUMAN,Q05516,Q8TAL4
50750207,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(CC5CC(F)(F)C5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4096773,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750208,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(CC5CC(F)(F)C5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4096773,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750209,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(CC5CC5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4078747,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750210,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(Cc5ccccc5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4064865,ZBT16_HUMAN,Q05516,Q8TAL4
50750211,CN1C(=O)CCc2cc3Nc4cc(nc5c(Cl)cnn45)N4C[C@H](C[C@H]4CO)OC\C=C\COc(c3)c12,CHEMBL4063061,ZBT16_HUMAN,Q05516,Q8TAL4
50750212,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(Cc5ccncc5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4062105,ZBT16_HUMAN,Q05516,Q8TAL4
50750215,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)Nc4c(OCCCCO2)c3)n2ncc(Cl)c2n1,CHEMBL4101172,ZBT16_HUMAN,Q05516,Q8TAL4
50750216,Cc1ccc(CN2C(=O)CCc3cc4Nc5cc(nc6c(Cl)cnn56)N5C[C@H](C[C@H]5CO)OC\C=C\COc(c4)c23)cc1,CHEMBL4083842,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750217,Cc1ccc(CN2C(=O)CCc3cc4Nc5cc(nc6c(Cl)cnn56)N5C[C@H](C[C@H]5CO)OC\C=C\COc(c4)c23)cc1,CHEMBL4083842,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750218,CN1C(=O)CCc2cc3Nc4cc(nc5c(Cl)cnn45)N4C[C@H](C[C@H]4CO)OC\C=C\COc(c3)c12,CHEMBL4063061,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750219,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)Nc4c(OC\C=C\CO2)c3)n2ncc(C#N)c2n1,CHEMBL4094351,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750220,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(Cc5ccncc5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4062105,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750221,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(Cc5ccncc5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4062105,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750222,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(Cc5ccccc5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4064865,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750223,Cc1ccc(CN2C(=O)CCc3cc4Nc5cc(nc6c(Cl)cnn56)N5C[C@H](C[C@H]5CO)OC\C=C\COc(c4)c23)cc1,CHEMBL4083842,ZBT16_HUMAN,Q05516,Q8TAL4
50750224,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(CCCN5CCOCC5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4084806,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750225,COc1cccc(CN2C(=O)CCc3cc4Nc5cc(nc6c(cnn56)C#N)N5C[C@H](C[C@H]5CO)OC\C=C\COc(c4)c23)c1,CHEMBL4073463,ZBT16_HUMAN,Q05516,Q8TAL4
50750226,Cc1ccccc1CN1C(=O)CCc2cc3Nc4cc(nc5c(Cl)cnn45)N4C[C@H](C[C@H]4CO)OC\C=C\COc(c3)c12,CHEMBL4100303,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750227,Cc1ccccc1CN1C(=O)CCc2cc3Nc4cc(nc5c(Cl)cnn45)N4C[C@H](C[C@H]4CO)OC\C=C\COc(c3)c12,CHEMBL4100303,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750228,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)N(CCCN5CCOCC5)c4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4084806,ZBT16_HUMAN,Q05516,Q8TAL4
50750229,COc1cccc(CN2C(=O)CCc3cc4Nc5cc(nc6c(cnn56)C#N)N5C[C@H](C[C@H]5CO)OC\C=C\COc(c4)c23)c1,CHEMBL4073463,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750230,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)Nc4c(OCCCCO2)c3)n2ncc(Cl)c2n1,CHEMBL4101172,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750231,COc1cccc(CN2C(=O)CCc3cc4Nc5cc(nc6c(Cl)cnn56)N5C[C@H](C[C@H]5CO)OC\C=C\COc(c4)c23)c1,CHEMBL4092565,ZBT16_HUMAN,Q05516,Q8TAL4
50750236,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)Nc4c(OC\C=C\CO2)c3)n2ncc(Cl)c2n1,CHEMBL4090962,ZBT16_HUMAN,Q05516,Q8TAL4
50750237,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc4CCC(=O)Nc4c(OCCCCO2)c3)n2ncc(C#N)c2n1,CHEMBL4093418,BCL6_HUMAN,P41182,"A7E241,B8PSA7,D3DNV5"
50750238,Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc23)nc2cccc(C)c2c1=O,CHEMBL1213082,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50750243,C[C@@H](c1nc2cccc(C)c2c(=O)n1-c1ccccc1C)n1cnc2c(N)ncnc12,CHEMBL4069027,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50750246,C[C@H](c1nc2cccc(C)c2c(=O)n1-c1ccccc1C)n1cnc2c(N)ncnc12,CHEMBL4080605,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50750247,C[C@@H](c1nc2cccc(C)c2c(=O)n1-c1ccccc1C)n1cnc2c(N)ncnc12,CHEMBL4069027,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50750252,Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc23)nc2cccc(C)c2c1=O,CHEMBL1213082,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50750253,Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc23)nc2cccc(C)c2c1=O,CHEMBL1213082,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50750254,Cc1cccc2nc(Cn3cnc4c(N)ncnc34)n(-c3ccccc3)c(=O)c12,CHEMBL4090825,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50750255,C[C@@H](c1nc2cccc(C)c2c(=O)n1-c1ccccc1C)n1cnc2c(N)ncnc12,CHEMBL4069027,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50750256,Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc23)nc2cccc(C)c2c1=O,CHEMBL1213082,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50750258,Cc1cccc2nc(Cn3cnc4c(N)ncnc34)n(-c3ccccc3)c(=O)c12,CHEMBL4090825,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50750259,C[C@H](c1nc2cccc(C)c2c(=O)n1-c1ccccc1C)n1cnc2c(N)ncnc12,CHEMBL4080605,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50750261,C[C@@H](c1nc2cccc(C)c2c(=O)n1-c1ccccc1C)n1cnc2c(N)ncnc12,CHEMBL4069027,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50750262,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4102628,FKS2_YEAST,P40989,"D6VUG8,Q45U52"
50750263,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4102628,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750264,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)oc12,CHEMBL4084690,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750265,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCC(=O)Nc12,CHEMBL4064742,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750266,Oc1ccc(N2CCCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4091507,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750268,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@@H]12,,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750270,NCCc1ccc(O)c(O)c1,,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750272,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,CHEMBL1303,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750274,CCCN(CCC)CCc1cccc2NC(=O)Cc12,CHEMBL589,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750275,CCCN[C@H]1CCc2nc(N)sc2C1,CHEMBL301265,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750276,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CHEMBL1112,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750277,Clc1cccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CHEMBL2165126,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750278,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4102628,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750279,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)oc12,CHEMBL4084690,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750284,Oc1ccc(N2CCCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4091507,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750290,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@@H]12,,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750298,NCCc1ccc(O)c(O)c1,,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750300,CCCN(CCC)CCc1cccc2NC(=O)Cc12,CHEMBL589,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750303,CCCN[C@H]1CCc2nc(N)sc2C1,CHEMBL301265,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750304,Clc1cccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CHEMBL2165126,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750305,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4083239,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750309,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4102628,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750310,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)oc12,CHEMBL4084690,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750312,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4092441,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750316,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2OCC(=O)Nc12,CHEMBL4100183,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750319,Oc1ccc(N2CCCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4091507,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750321,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCCN2CCCN(CC2)c2ccc(O)c3[nH]c(=O)ccc23)nn1,CHEMBL4068702,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750324,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@@H]12,,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750328,NCCc1ccc(O)c(O)c1,,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750329,CCCN(CCC)CCc1cccc2NC(=O)Cc12,CHEMBL589,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750330,CCCN[C@H]1CCc2nc(N)sc2C1,CHEMBL301265,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750333,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCC(=O)Nc12,CHEMBL4072780,,,
50750334,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCCOc12,CHEMBL4091933,,,
50750335,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4102628,,,
50750336,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)oc12,CHEMBL4084690,,,
50750337,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCC(=O)Nc12,CHEMBL4064742,,,
50750338,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)oc12,CHEMBL4073330,,,
50750339,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2OCC(=O)Nc12,CHEMBL4100183,,,
50750340,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2OCCOc12,CHEMBL4083727,,,
50750341,Oc1ccc(N2CCCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4091507,,,
50750342,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCN2CCCN(CC2)c2ccc(O)c3[nH]c(=O)ccc23)nn1,CHEMBL4070604,,,
50750343,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CHEMBL1112,,,
50750344,Clc1cccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CHEMBL2165126,,,
50750345,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4083239,DRD5_HUMAN,P21918,"B2R9S3,Q8NEQ8"
50750346,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCC(=O)Nc12,CHEMBL4072780,DRD5_HUMAN,P21918,"B2R9S3,Q8NEQ8"
50750347,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCCOc12,CHEMBL4091933,DRD5_HUMAN,P21918,"B2R9S3,Q8NEQ8"
50750348,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4102628,DRD5_HUMAN,P21918,"B2R9S3,Q8NEQ8"
50750359,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)oc12,CHEMBL4084690,DRD5_HUMAN,P21918,"B2R9S3,Q8NEQ8"
50750368,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCC(=O)Nc12,CHEMBL4064742,DRD5_HUMAN,P21918,"B2R9S3,Q8NEQ8"
50750371,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)oc12,CHEMBL4073330,DRD5_HUMAN,P21918,"B2R9S3,Q8NEQ8"
50750373,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2OCC(=O)Nc12,CHEMBL4100183,DRD5_HUMAN,P21918,"B2R9S3,Q8NEQ8"
50750374,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2cccnc12,CHEMBL4061986,DRD5_HUMAN,P21918,"B2R9S3,Q8NEQ8"
50750375,Oc1ccc(N2CCCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4091507,DRD5_HUMAN,P21918,"B2R9S3,Q8NEQ8"
50750376,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCN2CCCN(CC2)c2ccc(O)c3[nH]c(=O)ccc23)nn1,CHEMBL4070604,DRD5_HUMAN,P21918,"B2R9S3,Q8NEQ8"
50750378,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CHEMBL1112,DRD5_HUMAN,P21918,"B2R9S3,Q8NEQ8"
50750383,Clc1cccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CHEMBL2165126,DRD5_HUMAN,P21918,"B2R9S3,Q8NEQ8"
50750384,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2cccnc12,CHEMBL4061986,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750385,Oc1ccc(N2CCCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4091507,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750388,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCN2CCCN(CC2)c2ccc(O)c3[nH]c(=O)ccc23)nn1,CHEMBL4070604,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750393,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CHEMBL1112,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750397,Clc1cccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CHEMBL2165126,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750406,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4083239,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750407,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCC(=O)Nc12,CHEMBL4072780,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750408,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCCOc12,CHEMBL4091933,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750411,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4102628,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750412,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)oc12,CHEMBL4084690,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750413,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCC(=O)Nc12,CHEMBL4064742,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750414,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)oc12,CHEMBL4073330,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750416,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2OCC(=O)Nc12,CHEMBL4100183,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750418,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2cccnc12,CHEMBL4061986,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750419,Oc1ccc(N2CCCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4091507,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750420,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCN2CCCN(CC2)c2ccc(O)c3[nH]c(=O)ccc23)nn1,CHEMBL4070604,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750421,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CHEMBL1112,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750422,Clc1cccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CHEMBL2165126,DRD2_HUMAN,P14416,"Q9NZR3,Q9UPA9"
50750426,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)oc12,CHEMBL4099666,DRD3_HUMAN,P35462,"A1A4V5,Q4VBM8"
50750428,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCC(=O)Nc12,CHEMBL4072780,DRD3_HUMAN,P35462,"A1A4V5,Q4VBM8"
50750432,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2OCCOc12,CHEMBL4091933,DRD3_HUMAN,P35462,"A1A4V5,Q4VBM8"
50750436,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4102628,DRD3_HUMAN,P35462,"A1A4V5,Q4VBM8"
50750438,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c2ccc(=O)oc12,CHEMBL4084690,DRD3_HUMAN,P35462,"A1A4V5,Q4VBM8"
50750439,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4092441,DRD3_HUMAN,P35462,"A1A4V5,Q4VBM8"
50750440,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)oc12,CHEMBL4073330,DRD3_HUMAN,P35462,"A1A4V5,Q4VBM8"
50750442,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2OCC(=O)Nc12,CHEMBL4100183,DRD3_HUMAN,P35462,"A1A4V5,Q4VBM8"
50750444,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2cccnc12,CHEMBL4061986,DRD3_HUMAN,P35462,"A1A4V5,Q4VBM8"
50750445,Oc1ccc(N2CCCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)[nH]c12,CHEMBL4091507,DRD3_HUMAN,P35462,"A1A4V5,Q4VBM8"
